Customer_ID,Customer_Type,Nationality,Preferred_Location,Preferred_Property_Type,Budget_AED
CUST-003175,End User,Saudi,Mohammed Bin Rashid City (MBR City),Townhouse,3460000.0
CUST-003458,Investor,Russian,Palm Jumeirah,Villa,4200000.0
CUST-001792,Investor,Saudi,Dubai Marina,Villa,5120000.0
CUST-004130,Investor,British,Business Bay,Apartment,1790000.0
CUST-000709,End User,Lebanese,Palm Jumeirah,Apartment,1555000.0
CUST-000951,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,1670000.0
CUST-002080,Investor,Emirati,Damac Hills 2,Studio,1230000.0
CUST-004270,Investor,British,Business Bay,Townhouse,2900000.0
CUST-000916,Investor,Emirati,Business Bay,Apartment,1425000.0
CUST-001176,Investor,Emirati,Business Bay,Studio,1365000.0
CUST-000682,Investor,Pakistani,Dubai Marina,Apartment,1495000.0
CUST-002346,Investor,Pakistani,Al Furjan,Studio,1765000.0
CUST-003385,Investor,British,Arabian Ranches,Townhouse,1745000.0
CUST-003093,End User,German,Downtown Dubai,Apartment,770000.0
CUST-001592,Investor,Indian,Al Furjan,Penthouse,400000.0
CUST-001435,Investor,American,Business Bay,Penthouse,6865000.0
CUST-000172,End User,British,Al Furjan,Villa,7345000.0
CUST-002297,Investor,Nigerian,Downtown Dubai,Villa,1680000.0
CUST-002795,Investor,British,Downtown Dubai,Studio,1895000.0
CUST-002888,End User,Chinese,Downtown Dubai,Penthouse,4550000.0
CUST-002265,Investor,Emirati,Dubai South,Apartment,1540000.0
CUST-000935,Investor,American,Jumeirah Lake Towers (JLT),Apartment,1925000.0
CUST-004829,End User,Russian,Dubai Hills Estate,Apartment,825000.0
CUST-004703,Investor,Saudi,Jumeirah Lake Towers (JLT),Villa,5620000.0
CUST-001922,Investor,,,Studio,565000.0
CUST-001703,Investor,British,Jumeirah Lake Towers (JLT),Townhouse,2505000.0
CUST-000906,End User,Indian,Al Furjan,Apartment,1835000.0
CUST-002782,Investor,Egyptian,Palm Jumeirah,Apartment,730000.0
CUST-003816,End User,Nigerian,Dubai Marina,Apartment,1880000.0
CUST-004760,Investor,Saudi,,Apartment,980000.0
CUST-004494,End User,Jordanian,Mohammed Bin Rashid City (MBR City),Penthouse,2815000.0
CUST-004156,End User,Pakistani,Palm Jumeirah,Apartment,1020000.0
CUST-004267,End User,Pakistani,Business Bay,Apartment,2170000.0
CUST-003975,End User,Filipino,Palm Jumeirah,Townhouse,1505000.0
CUST-000454,End User,Filipino,Al Furjan,Townhouse,2760000.0
CUST-001061,Investor,Indian,Dubai Marina,Studio,
CUST-002977,End User,Pakistani,Business Bay,Apartment,2225000.0
CUST-000723,Investor,American,Mohammed Bin Rashid City (MBR City),Apartment,1245000.0
CUST-001424,End User,Canadian,Dubai Creek Harbour,Studio,1250000.0
CUST-002893,End User,Pakistani,Arabian Ranches,Apartment,410000.0
CUST-001119,Investor,Jordanian,Damac Hills 2,Villa,
CUST-003661,End User,Russian,Business Bay,Apartment,1935000.0
CUST-002017,End User,South African,Jumeirah Village Circle (JVC),Studio,1690000.0
CUST-003330,Investor,,Mohammed Bin Rashid City (MBR City),Studio,
CUST-002273,End User,Chinese,Dubai Marina,Apartment,
CUST-000887,Investor,,Palm Jumeirah,Villa,
CUST-002175,End User,American,Dubai Hills Estate,Studio,1540000.0
CUST-001324,End User,Indian,Al Furjan,Villa,9460000.0
CUST-002270,Investor,Russian,Business Bay,Townhouse,
CUST-000800,End User,Filipino,Dubai Marina,Apartment,2000000.0
CUST-001217,Investor,Egyptian,Palm Jumeirah,Apartment,650000.0
CUST-004992,End User,Emirati,,Apartment,1450000.0
CUST-000570,Investor,Indian,Dubai Marina,Villa,3375000.0
CUST-004035,Investor,Indian,Mohammed Bin Rashid City (MBR City),Studio,715000.0
CUST-001047,End User,French,Palm Jumeirah,Studio,1500000.0
CUST-004045,End User,Indian,Dubai Marina,Townhouse,2350000.0
CUST-001137,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,1390000.0
CUST-000597,End User,Russian,Jumeirah Lake Towers (JLT),Apartment,1950000.0
CUST-001689,End User,Emirati,Dubai Marina,Apartment,1265000.0
CUST-003979,Investor,Ukrainian,Al Furjan,Apartment,1650000.0
CUST-001277,End User,Indian,Downtown Dubai,Villa,7250000.0
CUST-003369,Investor,Indian,Damac Hills 2,Apartment,910000.0
CUST-000408,End User,Indian,Damac Hills 2,Studio,1525000.0
CUST-001641,End User,Ukrainian,Al Furjan,Studio,400000.0
CUST-001524,End User,Egyptian,Dubai Creek Harbour,Apartment,895000.0
CUST-000434,End User,Filipino,Mohammed Bin Rashid City (MBR City),Villa,6345000.0
CUST-000133,Investor,Filipino,Dubai South,Villa,4180000.0
CUST-002608,Investor,British,Dubai Hills Estate,Studio,1665000.0
CUST-003958,End User,Emirati,Business Bay,Studio,
CUST-001556,End User,British,Downtown Dubai,Townhouse,2095000.0
CUST-000420,End User,,Dubai Marina,Villa,
CUST-003198,End User,British,Business Bay,Villa,400000.0
CUST-004627,End User,Filipino,Dubai Hills Estate,Apartment,1510000.0
CUST-002432,Investor,Saudi,Dubai Marina,Studio,1130000.0
CUST-000326,Investor,Egyptian,,Townhouse,
CUST-004087,Investor,British,Dubai Creek Harbour,Townhouse,2595000.0
CUST-004225,End User,Chinese,Al Furjan,Townhouse,1880000.0
CUST-003919,End User,Saudi,Palm Jumeirah,Apartment,1895000.0
CUST-002216,End User,Pakistani,Dubai Marina,Penthouse,4015000.0
CUST-001773,Investor,French,Jumeirah Lake Towers (JLT),Studio,1915000.0
CUST-000432,Investor,Russian,Al Furjan,Studio,1725000.0
CUST-000681,Investor,Lebanese,Downtown Dubai,Villa,2165000.0
CUST-004594,End User,French,Dubai South,Apartment,1370000.0
CUST-000651,Investor,Pakistani,Palm Jumeirah,Townhouse,3045000.0
CUST-000665,End User,Pakistani,Business Bay,Apartment,1735000.0
CUST-000427,End User,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1105000.0
CUST-004495,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,1605000.0
CUST-001980,End User,Lebanese,Business Bay,Penthouse,6960000.0
CUST-003225,Investor,Lebanese,,Apartment,1510000.0
CUST-003256,Investor,Indian,Damac Hills 2,Apartment,1190000.0
CUST-003195,End User,Egyptian,Downtown Dubai,Apartment,1780000.0
CUST-000445,End User,Nigerian,Business Bay,Studio,1415000.0
CUST-001430,End User,Emirati,Downtown Dubai,Townhouse,2465000.0
CUST-001261,Investor,Indian,Downtown Dubai,Townhouse,2390000.0
CUST-004956,Investor,Indian,Jumeirah Village Circle (JVC),Studio,785000.0
CUST-003565,End User,Russian,Jumeirah Lake Towers (JLT),Apartment,970000.0
CUST-001063,Investor,Saudi,Business Bay,Studio,1505000.0
CUST-001539,Investor,Chinese,Downtown Dubai,Townhouse,1695000.0
CUST-004361,Investor,South African,Palm Jumeirah,Studio,1420000.0
CUST-003118,Investor,Saudi,Dubai Marina,Villa,2745000.0
CUST-003788,Investor,Chinese,Dubai South,Townhouse,2475000.0
CUST-002729,End User,Iranian,Jumeirah Lake Towers (JLT),Villa,3325000.0
CUST-003506,Investor,Canadian,Dubai Hills Estate,Apartment,
CUST-003939,Investor,Indian,Dubai Hills Estate,Apartment,1330000.0
CUST-000632,Investor,,Dubai Marina,Studio,1400000.0
CUST-004301,Investor,Egyptian,Palm Jumeirah,Townhouse,1785000.0
CUST-000416,Investor,Pakistani,Al Furjan,Townhouse,1970000.0
CUST-004493,Investor,Russian,Dubai South,Villa,3410000.0
CUST-000084,Investor,Indian,Arabian Ranches,Apartment,1005000.0
CUST-002055,End User,British,Dubai Marina,Studio,1205000.0
CUST-002164,Investor,Canadian,Downtown Dubai,Apartment,1450000.0
CUST-000132,End User,Lebanese,Downtown Dubai,Apartment,1695000.0
CUST-002511,Investor,Chinese,Jumeirah Village Circle (JVC),Studio,1785000.0
CUST-001748,Investor,Emirati,Mohammed Bin Rashid City (MBR City),Apartment,1600000.0
CUST-000373,Investor,Indian,Dubai Silicon Oasis,Apartment,
CUST-000841,Investor,Russian,Palm Jumeirah,Apartment,
CUST-001685,End User,Indian,Jumeirah Village Circle (JVC),Villa,
CUST-003126,Investor,Indian,Downtown Dubai,Villa,6140000.0
CUST-000246,Investor,South African,Mohammed Bin Rashid City (MBR City),Apartment,2340000.0
CUST-001353,Investor,Russian,Arabian Ranches,Apartment,1895000.0
CUST-001675,End User,Chinese,Jumeirah Village Circle (JVC),Penthouse,5345000.0
CUST-001782,End User,German,Dubai Marina,Apartment,1300000.0
CUST-002461,Investor,Nigerian,Al Furjan,Studio,
CUST-002124,Investor,Indian,Dubai Marina,Apartment,1910000.0
CUST-003831,Investor,Nigerian,Business Bay,Townhouse,2065000.0
CUST-000096,End User,Russian,Dubai Hills Estate,Villa,3745000.0
CUST-003668,End User,German,Downtown Dubai,Apartment,780000.0
CUST-004970,Investor,Chinese,Jumeirah Lake Towers (JLT),Apartment,1800000.0
CUST-000673,End User,Chinese,Arabian Ranches,Villa,3580000.0
CUST-001581,End User,Indian,Arabian Ranches,Townhouse,3500000.0
CUST-004943,Investor,Saudi,Dubai Marina,Apartment,1130000.0
CUST-003180,Investor,Canadian,,Studio,1600000.0
CUST-000774,End User,Chinese,Jumeirah Village Circle (JVC),Apartment,1230000.0
CUST-003130,Investor,Indian,Business Bay,Townhouse,1435000.0
CUST-004706,End User,Chinese,Dubai Hills Estate,Apartment,1245000.0
CUST-004939,Investor,British,Jumeirah Lake Towers (JLT),Apartment,2420000.0
CUST-003812,End User,Chinese,Palm Jumeirah,Townhouse,3135000.0
CUST-004869,Investor,Pakistani,Dubai Hills Estate,Apartment,1300000.0
CUST-001142,Investor,Canadian,Downtown Dubai,Studio,860000.0
CUST-004208,End User,Saudi,Dubai Hills Estate,Townhouse,2445000.0
CUST-000090,Investor,Indian,Dubai Hills Estate,Studio,1420000.0
CUST-002802,End User,Saudi,Business Bay,Studio,1455000.0
CUST-000930,Investor,Indian,Dubai Creek Harbour,Studio,1700000.0
CUST-001329,End User,Chinese,Business Bay,Apartment,1795000.0
CUST-003316,End User,Filipino,Dubai Marina,Apartment,
CUST-002271,Investor,Russian,Dubai Marina,Townhouse,2550000.0
CUST-004515,Investor,German,Palm Jumeirah,Apartment,1025000.0
CUST-004601,Investor,Indian,Downtown Dubai,Apartment,1475000.0
CUST-003277,Investor,Russian,Dubai South,Apartment,1905000.0
CUST-002018,Investor,Indian,Dubai South,Apartment,830000.0
CUST-004132,End User,Filipino,Damac Hills 2,Townhouse,3850000.0
CUST-000413,End User,Indian,Jumeirah Village Circle (JVC),Studio,835000.0
CUST-004597,End User,Pakistani,Business Bay,Apartment,
CUST-002418,Investor,South African,Dubai Marina,Apartment,1870000.0
CUST-002941,End User,Indian,Arabian Ranches,Townhouse,2165000.0
CUST-003471,End User,Saudi,Dubai Marina,Studio,1220000.0
CUST-003758,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,1895000.0
CUST-004600,Investor,Saudi,Dubai Marina,Villa,4260000.0
CUST-004635,Investor,Filipino,Dubai Silicon Oasis,Studio,1385000.0
CUST-004318,Investor,Indian,,Apartment,1355000.0
CUST-004962,End User,British,Dubai Hills Estate,Apartment,1980000.0
CUST-002617,Investor,Canadian,Downtown Dubai,Apartment,2180000.0
CUST-004492,Investor,Filipino,Dubai Hills Estate,Apartment,990000.0
CUST-002839,Investor,British,Dubai South,Villa,6490000.0
CUST-000666,End User,Saudi,Dubai Marina,Apartment,1980000.0
CUST-000761,End User,Lebanese,Business Bay,Apartment,635000.0
CUST-001494,Investor,Lebanese,Business Bay,Townhouse,2015000.0
CUST-004275,End User,Canadian,Dubai Marina,Apartment,1980000.0
CUST-004932,Investor,Emirati,Mohammed Bin Rashid City (MBR City),Apartment,1055000.0
CUST-003899,End User,Chinese,Dubai Marina,Apartment,1260000.0
CUST-001791,End User,Pakistani,Dubai Creek Harbour,Penthouse,3755000.0
CUST-000357,End User,Italian,Business Bay,Apartment,1125000.0
CUST-000696,End User,Lebanese,Dubai Marina,Apartment,1825000.0
CUST-000639,End User,Indian,Jumeirah Lake Towers (JLT),Apartment,1610000.0
CUST-002290,End User,,Dubai Marina,Studio,1640000.0
CUST-001724,End User,Jordanian,Arabian Ranches,Studio,1510000.0
CUST-003341,Investor,Indian,Mohammed Bin Rashid City (MBR City),Apartment,1915000.0
CUST-002334,Investor,Indian,Downtown Dubai,Apartment,2575000.0
CUST-000652,End User,Indian,Jumeirah Village Circle (JVC),Apartment,850000.0
CUST-003700,End User,Russian,Dubai Hills Estate,Apartment,1690000.0
CUST-004507,Investor,Indian,Dubai Marina,Villa,3375000.0
CUST-002380,Investor,Filipino,Dubai South,Apartment,760000.0
CUST-001164,End User,Chinese,Downtown Dubai,Apartment,1695000.0
CUST-002704,End User,Chinese,Dubai Marina,Townhouse,2260000.0
CUST-001628,Investor,Indian,Dubai South,Studio,1740000.0
CUST-001733,Investor,British,Al Furjan,Villa,5565000.0
CUST-003062,Investor,South African,Mohammed Bin Rashid City (MBR City),Apartment,1130000.0
CUST-003996,End User,American,Business Bay,Apartment,1975000.0
CUST-001058,Investor,British,Arabian Ranches,Apartment,1540000.0
CUST-004023,End User,Indian,Al Furjan,Apartment,1930000.0
CUST-003127,Investor,Jordanian,Palm Jumeirah,Townhouse,3530000.0
CUST-003953,Investor,Indian,,Studio,1280000.0
CUST-003263,End User,Chinese,Business Bay,Townhouse,2920000.0
CUST-003228,Investor,Emirati,Jumeirah Village Circle (JVC),Apartment,725000.0
CUST-000007,Investor,Lebanese,Dubai Hills Estate,Villa,4535000.0
CUST-004866,Investor,American,Jumeirah Lake Towers (JLT),Townhouse,2190000.0
CUST-003925,End User,British,Downtown Dubai,Villa,6620000.0
CUST-002601,Investor,Indian,Dubai Creek Harbour,Apartment,1455000.0
CUST-004975,End User,Pakistani,Downtown Dubai,Townhouse,2145000.0
CUST-004595,End User,British,Palm Jumeirah,Studio,1905000.0
CUST-004872,End User,Russian,Downtown Dubai,Apartment,1655000.0
CUST-002576,End User,American,Downtown Dubai,Studio,1495000.0
CUST-003053,Investor,British,Business Bay,Townhouse,2960000.0
CUST-002169,End User,Pakistani,Downtown Dubai,Penthouse,1470000.0
CUST-002600,End User,Egyptian,Dubai Marina,Villa,1655000.0
CUST-003034,Investor,Egyptian,Palm Jumeirah,Apartment,1440000.0
CUST-002790,End User,Nigerian,Palm Jumeirah,Apartment,975000.0
CUST-000801,Investor,Canadian,,Studio,1565000.0
CUST-002266,Investor,French,,Apartment,1125000.0
CUST-004747,Investor,British,Dubai Hills Estate,Studio,1385000.0
CUST-000518,End User,Nigerian,Arabian Ranches,Apartment,1515000.0
CUST-003840,Investor,Ukrainian,Dubai Silicon Oasis,Townhouse,2365000.0
CUST-001722,Investor,Russian,Jumeirah Lake Towers (JLT),Apartment,845000.0
CUST-004997,Investor,American,Dubai Marina,Apartment,1145000.0
CUST-004805,End User,Pakistani,Palm Jumeirah,Townhouse,3125000.0
CUST-000052,End User,British,,Villa,5485000.0
CUST-003363,End User,Pakistani,Dubai Hills Estate,Apartment,1305000.0
CUST-002859,End User,Pakistani,Dubai Marina,Villa,3240000.0
CUST-001229,Investor,Canadian,Downtown Dubai,Villa,4955000.0
CUST-000512,Investor,,Jumeirah Village Circle (JVC),Apartment,1715000.0
CUST-000962,Investor,Saudi,Mohammed Bin Rashid City (MBR City),Apartment,2070000.0
CUST-004817,Investor,Chinese,Palm Jumeirah,Apartment,1815000.0
CUST-003773,Investor,,Jumeirah Village Circle (JVC),Studio,1215000.0
CUST-002437,Investor,South African,Business Bay,Apartment,585000.0
CUST-001917,End User,Pakistani,Dubai Silicon Oasis,Studio,1555000.0
CUST-000213,Investor,Canadian,Dubai Silicon Oasis,Studio,2080000.0
CUST-001876,Investor,Indian,Palm Jumeirah,Apartment,
CUST-001210,Investor,Ukrainian,Dubai Silicon Oasis,Apartment,1690000.0
CUST-000116,Investor,Iranian,Dubai Marina,Apartment,2015000.0
CUST-003061,Investor,Canadian,Dubai South,Apartment,2045000.0
CUST-002100,Investor,Iranian,Palm Jumeirah,Villa,2400000.0
CUST-003026,End User,Pakistani,,Studio,1170000.0
CUST-004263,Investor,Indian,Damac Hills 2,Apartment,2045000.0
CUST-001128,Investor,Chinese,Arabian Ranches,Villa,3885000.0
CUST-004152,Investor,Indian,,Apartment,835000.0
CUST-002887,Investor,Russian,Jumeirah Village Circle (JVC),Apartment,2075000.0
CUST-000492,Investor,Russian,Al Furjan,Apartment,
CUST-004212,End User,British,Dubai Marina,Apartment,860000.0
CUST-000378,End User,Emirati,Business Bay,Apartment,1015000.0
CUST-002205,End User,Italian,Al Furjan,Apartment,1635000.0
CUST-000232,Investor,South African,Mohammed Bin Rashid City (MBR City),Townhouse,1730000.0
CUST-001758,End User,Chinese,Arabian Ranches,Villa,4905000.0
CUST-003990,End User,,Downtown Dubai,Studio,1890000.0
CUST-004918,End User,British,Palm Jumeirah,Apartment,1780000.0
CUST-000423,Investor,Indian,Business Bay,Villa,6190000.0
CUST-004347,Investor,Canadian,Arabian Ranches,Apartment,1890000.0
CUST-004697,Investor,British,Downtown Dubai,Apartment,1390000.0
CUST-002624,End User,Russian,Damac Hills 2,Studio,1415000.0
CUST-003988,End User,Chinese,Mohammed Bin Rashid City (MBR City),Studio,1915000.0
CUST-001850,End User,Chinese,Jumeirah Lake Towers (JLT),Apartment,1035000.0
CUST-001700,Investor,Chinese,Dubai Hills Estate,Penthouse,5005000.0
CUST-003507,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Villa,4915000.0
CUST-002517,Investor,British,Business Bay,Apartment,1110000.0
CUST-002865,End User,Saudi,Dubai Marina,Apartment,1095000.0
CUST-004034,Investor,Egyptian,Jumeirah Lake Towers (JLT),Apartment,1685000.0
CUST-002411,End User,Canadian,Mohammed Bin Rashid City (MBR City),Apartment,1205000.0
CUST-004266,Investor,Egyptian,Dubai Hills Estate,Villa,6965000.0
CUST-003498,End User,Pakistani,Business Bay,Villa,3625000.0
CUST-000187,Investor,British,Jumeirah Lake Towers (JLT),Studio,1760000.0
CUST-001772,End User,Chinese,Dubai Creek Harbour,Townhouse,1975000.0
CUST-001013,End User,Indian,Downtown Dubai,Apartment,1105000.0
CUST-002557,End User,American,Dubai Creek Harbour,Apartment,1430000.0
CUST-004250,Investor,Chinese,Business Bay,Penthouse,2365000.0
CUST-000636,End User,British,Jumeirah Lake Towers (JLT),Villa,1215000.0
CUST-003002,End User,Egyptian,Arabian Ranches,Apartment,1555000.0
CUST-003909,End User,Indian,Downtown Dubai,Penthouse,2955000.0
CUST-001079,Investor,Emirati,Business Bay,Apartment,1745000.0
CUST-000743,Investor,Saudi,Damac Hills 2,Apartment,1905000.0
CUST-000722,Investor,French,Jumeirah Lake Towers (JLT),Studio,1115000.0
CUST-002135,Investor,Pakistani,Jumeirah Village Circle (JVC),Apartment,1015000.0
CUST-000933,Investor,Emirati,Damac Hills 2,Studio,2185000.0
CUST-000256,End User,German,Jumeirah Lake Towers (JLT),Villa,2750000.0
CUST-000316,Investor,Emirati,Dubai South,Apartment,1790000.0
CUST-001168,Investor,French,Dubai Marina,Villa,3760000.0
CUST-003622,End User,Egyptian,Mohammed Bin Rashid City (MBR City),Apartment,1970000.0
CUST-002016,End User,,Dubai Marina,Studio,1195000.0
CUST-003329,End User,Chinese,Arabian Ranches,Apartment,1150000.0
CUST-000808,End User,American,Dubai Silicon Oasis,Apartment,1775000.0
CUST-001033,End User,Egyptian,Damac Hills 2,Studio,1345000.0
CUST-004897,Investor,Saudi,Dubai Marina,Apartment,1555000.0
CUST-002890,Investor,Chinese,Damac Hills 2,Apartment,1715000.0
CUST-004430,Investor,British,Dubai Silicon Oasis,Townhouse,2660000.0
CUST-000361,Investor,Egyptian,Business Bay,Studio,1255000.0
CUST-004226,End User,Chinese,Al Furjan,Studio,530000.0
CUST-001775,Investor,British,Downtown Dubai,Apartment,
CUST-000585,End User,Saudi,Business Bay,Apartment,1375000.0
CUST-001611,End User,Saudi,Dubai South,Studio,2175000.0
CUST-001855,End User,Emirati,Dubai Marina,Townhouse,2875000.0
CUST-001992,Investor,Jordanian,Dubai Marina,Apartment,1220000.0
CUST-000180,End User,Indian,Dubai Creek Harbour,Townhouse,2575000.0
CUST-004345,Investor,Chinese,Dubai Marina,Villa,
CUST-000379,End User,Chinese,Palm Jumeirah,Townhouse,1215000.0
CUST-000668,Investor,Emirati,Palm Jumeirah,Villa,5705000.0
CUST-001678,Investor,American,Downtown Dubai,Apartment,550000.0
CUST-004773,End User,Russian,Downtown Dubai,Townhouse,735000.0
CUST-004680,Investor,Saudi,Arabian Ranches,Studio,1855000.0
CUST-001087,Investor,French,Downtown Dubai,Villa,2130000.0
CUST-000861,End User,British,Jumeirah Village Circle (JVC),Apartment,1090000.0
CUST-001451,Investor,Pakistani,Arabian Ranches,Villa,
CUST-003372,Investor,Nigerian,Palm Jumeirah,Studio,1260000.0
CUST-004040,Investor,Nigerian,Mohammed Bin Rashid City (MBR City),Apartment,1930000.0
CUST-002464,Investor,Lebanese,Al Furjan,Apartment,920000.0
CUST-003849,Investor,Indian,Business Bay,Apartment,1360000.0
CUST-004065,End User,Chinese,Jumeirah Lake Towers (JLT),Villa,2290000.0
