Lead_ID,Lead_Date,Marketing_Channel,Campaign_Name,Marketing_Cost_AED,Customer_ID,Property_ID,Agent_ID,Lead_Status,Qualification_Date,Site_Visit_Date,Negotiation_Date,Booking_Date,Lost_Reason
LEAD-000595,2025-05-05,Website,Website_Newsletter_Signup,40.37,CUST-000595,PROP-00132,AGT-0006,Lost,,,,,Chose competitor project
LEAD-003946,2024-03-28,Bayut,Bayut_HotDeal_Banner,438.32,CUST-003946,PROP-00527,AGT-0028,Sold,2024-04-04,2024-04-09,2024-04-13,2024-04-18,
LEAD-002121,2024-10-05,Instagram,IG_Carousel_PaymentPlan,82.37,CUST-002121,PROP-00063,AGT-0032,Lost,2024-10-13,,,,Chose competitor project
LEAD-003815,2026-05-26,Google Ads,GAds_Display_InvestorDeals,132.5,CUST-003815,PROP-00274,AGT-0035,Lost,,,,,Not responsive / went cold
LEAD-004721,2026-02-10,Instagram,IG_Story_LuxuryLiving,66.08,CUST-004721,PROP-00203,AGT-0041,Lost,,,,,Chose competitor project
LEAD-002433,2024-04-27,Website,Website_Newsletter_Signup,52.01,CUST-002433,PROP-00201,AGT-0024,Lost,,,,,Chose competitor project
LEAD-001407,2024-01-14,Google Ads,GAds_Display_InvestorDeals,187.45,CUST-001407,PROP-00478,AGT-0006,Lost,2024-01-23,,,,Visa / relocation fell through
LEAD-000740,2025-05-06,Referral,Referral_ExistingClient,39.74,CUST-000740,PROP-00285,AGT-0002,Lost,,,,,Unit sold out before decision
LEAD-004287,2024-08-28,Referral,Referral_AgentNetwork,18.87,CUST-004287,PROP-00116,AGT-0006,Lost,,,,,Budget mismatch
LEAD-000922,2024-07-01,LinkedIn,LinkedIn_EventPromo,262.96,CUST-000922,PROP-00183,AGT-0009,Lost,,,,,Not responsive / went cold
LEAD-002548,2024-02-03,Google Ads,GAds_Search_VillasForSale,326.26,CUST-002548,PROP-00385,AGT-0001,Lost,,,,,Budget mismatch
LEAD-003572,2025-11-21,Website,Website_Organic_Blog,52.9,CUST-003572,PROP-00305,AGT-0018,Lost,2025-12-02,,,,Budget mismatch
LEAD-002741,2026-01-08,Instagram,IG_Story_LuxuryLiving,173.45,CUST-002741,PROP-00111,AGT-0041,Lost,2026-01-18,2026-01-30,,,Financing / mortgage rejected
LEAD-003063,2026-03-12,Instagram,IG_Reels_OffPlan_Q1,94.55,CUST-003063,PROP-00048,AGT-0027,Lost,,,,,Unit sold out before decision
LEAD-000700,2025-09-23,LinkedIn,LinkedIn_InMail_HNWI,131.66,CUST-000700,PROP-00092,AGT-0010,Lost,,,,,Financing / mortgage rejected
LEAD-004650,2026-01-30,Google Ads,GAds_Search_VillasForSale,206.93,CUST-004650,PROP-00337,AGT-0015,Sold,2026-02-08,2026-02-22,2026-02-28,2026-03-20,
LEAD-001603,2024-12-15,Referral,Referral_PartnerBroker,13.31,CUST-001603,PROP-00160,AGT-0010,Lost,2024-12-29,2025-01-07,2025-01-17,,Budget mismatch
LEAD-002396,2025-05-02,Instagram,IG_Carousel_PaymentPlan,66.08,CUST-002396,PROP-00102,AGT-0028,Lost,,,,,Financing / mortgage rejected
LEAD-002078,2024-12-05,Website,Website_Organic_Blog,59.02,CUST-002078,PROP-00133,AGT-0008,Lost,,,,,Unit sold out before decision
LEAD-000474,2024-12-03,Bayut,Bayut_HotDeal_Banner,330.58,CUST-000474,PROP-00229,AGT-0041,Lost,,,,,Budget mismatch
LEAD-000139,2026-04-30,Google Ads,GAds_Retargeting_OffPlan,228.13,CUST-000139,PROP-00244,AGT-0005,Lost,,,,,Chose competitor project
LEAD-003757,2026-03-12,Instagram,IG_Carousel_PaymentPlan,124.41,CUST-003757,PROP-00183,AGT-0020,Lost,,,,,Financing / mortgage rejected
LEAD-003022,2025-05-27,Bayut,Bayut_Featured_Listing,166.31,CUST-003022,PROP-00591,AGT-0045,Sold,2025-06-03,2025-06-09,2025-06-11,2025-06-19,
LEAD-000475,2025-03-22,Instagram,IG_Carousel_PaymentPlan,176.71,CUST-000475,PROP-00290,AGT-0018,Lost,,,,,Budget mismatch
LEAD-002245,2024-06-28,Bayut,Bayut_HotDeal_Banner,103.58,CUST-002245,PROP-00200,AGT-0039,Lost,,,,,Not responsive / went cold
LEAD-000329,2024-06-02,Referral,Referral_ExistingClient,26.56,CUST-000329,PROP-00192,AGT-0027,Sold,2024-06-10,2024-06-21,2024-06-28,2024-06-30,
LEAD-004048,2024-10-28,Instagram,IG_Story_LuxuryLiving,179.03,CUST-004048,PROP-00533,AGT-0007,Lost,,,,,Visa / relocation fell through
LEAD-003007,2025-10-14,Website,Website_Newsletter_Signup,40.85,CUST-003007,PROP-00425,AGT-0029,Lost,,,,,Budget mismatch
LEAD-004857,2026-02-06,Google Ads,GAds_Search_Apartments_Dubai,106.39,CUST-004857,PROP-00003,AGT-0041,Lost,2026-02-11,,,,Not responsive / went cold
LEAD-000747,2025-12-16,Instagram,IG_Story_LuxuryLiving,107.62,CUST-000747,PROP-00402,AGT-0043,Lost,,,,,Visa / relocation fell through
LEAD-004598,2025-02-11,Google Ads,GAds_Retargeting_OffPlan,237.49,CUST-004598,PROP-00262,AGT-0005,Lost,2025-02-22,,,,Found cheaper unit elsewhere
LEAD-003378,2026-01-23,Instagram,IG_Reels_OffPlan_Q1,59.53,CUST-003378,PROP-00374,AGT-0016,Lost,,,,,Found cheaper unit elsewhere
LEAD-002781,2024-07-31,Instagram,IG_Story_LuxuryLiving,64.35,CUST-002781,PROP-00343,AGT-0025,Lost,,,,,Found cheaper unit elsewhere
LEAD-002083,2024-04-06,Instagram,IG_Story_LuxuryLiving,87.4,CUST-002083,PROP-00521,AGT-0009,Lost,,,,,Found cheaper unit elsewhere
LEAD-002997,2025-06-05,Google Ads,GAds_Search_Apartments_Dubai,211.01,CUST-002997,PROP-00582,AGT-0023,Sold,2025-06-15,2025-06-22,2025-06-24,2025-07-01,
LEAD-002104,2024-11-27,Bayut,Bayut_Featured_Listing,245.49,CUST-002104,PROP-00142,AGT-0029,Lost,,,,,Not responsive / went cold
LEAD-002627,2026-01-06,Google Ads,GAds_Retargeting_OffPlan,126.09,CUST-002627,PROP-00216,AGT-0023,Sold,2026-01-13,2026-01-21,2026-01-26,2026-01-30,
LEAD-004106,2025-03-15,Google Ads,GAds_Retargeting_OffPlan,160.65,CUST-004106,PROP-00146,AGT-0031,Lost,2025-03-26,2025-03-31,,,Chose competitor project
LEAD-002499,2024-05-08,Google Ads,GAds_Search_Apartments_Dubai,344.33,CUST-002499,PROP-00332,AGT-0015,Lost,,,,,Unit sold out before decision
LEAD-003106,2024-11-07,Referral,Referral_PartnerBroker,10.12,CUST-003106,PROP-00528,AGT-0045,Lost,,,,,Chose competitor project
LEAD-001171,2024-01-25,Referral,Referral_PartnerBroker,5.99,CUST-001171,PROP-00452,AGT-0044,Lost,,,,,Not responsive / went cold
LEAD-001336,2025-02-24,Instagram,IG_Story_LuxuryLiving,86.16,CUST-001336,PROP-00346,AGT-0022,Lost,2025-03-07,,,,Visa / relocation fell through
LEAD-002660,2024-03-13,Google Ads,GAds_Search_Apartments_Dubai,201.05,CUST-002660,PROP-00165,AGT-0027,Lost,,,,,Not responsive / went cold
LEAD-000208,2025-11-06,Google Ads,GAds_Display_InvestorDeals,208.3,CUST-000208,PROP-00176,AGT-0020,Lost,,,,,Unit sold out before decision
LEAD-003833,2026-05-19,Google Ads,GAds_Search_Apartments_Dubai,237.01,CUST-003833,PROP-00155,AGT-0021,Lost,2026-05-30,,,,Financing / mortgage rejected
LEAD-004421,2024-10-20,Instagram,IG_Influencer_Push,129.96,CUST-004421,PROP-00186,AGT-0042,Lost,2024-10-23,2024-10-31,2024-11-07,,Financing / mortgage rejected
LEAD-001874,2025-12-15,Bayut,Bayut_Premium_Placement,425.36,CUST-001874,PROP-00211,AGT-0015,Lost,,,,,Unit sold out before decision
LEAD-002934,2025-11-29,Referral,Referral_AgentNetwork,6.08,CUST-002934,PROP-00482,AGT-0034,Lost,,,,,Visa / relocation fell through
LEAD-004307,2026-01-30,Google Ads,GAds_Search_VillasForSale,300.34,CUST-004307,PROP-00421,,Lost,2026-02-07,,,,Budget mismatch
LEAD-004622,2024-01-31,Google Ads,GAds_Search_VillasForSale,112.81,CUST-004622,PROP-00401,AGT-0025,Lost,,,,,Unit sold out before decision
LEAD-001423,2026-03-03,Instagram,IG_Story_LuxuryLiving,68.35,CUST-001423,PROP-00426,AGT-0017,Lost,,,,,Found cheaper unit elsewhere
LEAD-004940,2026-02-08,Google Ads,GAds_Retargeting_OffPlan,112.49,CUST-004940,PROP-00035,AGT-0001,Lost,,,,,Budget mismatch
LEAD-002854,2026-04-15,Website,Website_Landing_NewLaunch,84.88,CUST-002854,PROP-00305,AGT-0034,Lost,,,,,Found cheaper unit elsewhere
LEAD-002393,2024-03-01,Website,Website_Landing_NewLaunch,53.11,CUST-002393,PROP-00090,AGT-0024,Lost,,,,,Not responsive / went cold
LEAD-004685,2024-08-24,Website,Website_Landing_NewLaunch,11.46,CUST-004685,PROP-00172,AGT-0027,Lost,,,,,Not responsive / went cold
LEAD-002982,2024-12-05,Referral,Referral_PartnerBroker,48.88,CUST-002982,PROP-00052,,Lost,,,,,Postponed decision
LEAD-003314,2025-12-25,Bayut,Bayut_Featured_Listing,447.37,CUST-003314,PROP-00225,AGT-0011,Lost,,,,,Unit sold out before decision
LEAD-002523,2026-03-14,Bayut,Bayut_Premium_Placement,153.73,CUST-002523,PROP-00403,AGT-0021,Lost,2026-03-20,2026-04-01,,,Visa / relocation fell through
LEAD-000501,2024-04-26,Website,Website_Newsletter_Signup,27.73,CUST-000501,PROP-00057,AGT-0031,Lost,,,,,Unit sold out before decision
LEAD-002407,2024-07-12,Instagram,IG_Influencer_Push,131.83,CUST-002407,PROP-00307,AGT-0038,Lost,2024-07-18,,,,Chose competitor project
LEAD-004060,2025-03-29,Instagram,IG_Story_LuxuryLiving,74.33,CUST-004060,PROP-00089,AGT-0014,Lost,,,,,Financing / mortgage rejected
LEAD-003039,2026-03-25,Instagram,IG_Influencer_Push,56.6,CUST-003039,PROP-00208,AGT-0017,Lost,,,,,Found cheaper unit elsewhere
LEAD-003943,2024-07-14,Referral,Referral_PartnerBroker,11.22,CUST-003943,PROP-00200,AGT-0027,Lost,,,,,Budget mismatch
LEAD-004686,2024-08-31,LinkedIn,LinkedIn_InMail_HNWI,229.64,CUST-004686,PROP-00299,AGT-0023,Lost,2024-09-08,2024-09-14,,,Postponed decision
LEAD-002344,2024-08-26,Google Ads,GAds_Retargeting_OffPlan,106.38,CUST-002344,PROP-00101,AGT-0034,Lost,,,,,Found cheaper unit elsewhere
LEAD-002414,2024-03-01,LinkedIn,LinkedIn_InMail_HNWI,413.8,CUST-002414,PROP-00153,AGT-0029,Lost,2024-03-11,2024-03-14,,,Not responsive / went cold
LEAD-003900,2026-03-06,LinkedIn,LinkedIn_InMail_HNWI,395.02,CUST-003900,PROP-00200,AGT-0012,Sold,2026-03-13,2026-03-16,2026-03-23,2026-04-11,
LEAD-002894,2024-08-29,Google Ads,GAds_Display_InvestorDeals,148.85,CUST-002894,PROP-00294,AGT-0001,Lost,2024-09-10,2024-09-22,,,Postponed decision
LEAD-003284,2026-01-28,Referral,Referral_PartnerBroker,15.08,CUST-003284,PROP-00181,AGT-0045,Lost,2026-02-10,,,,Not responsive / went cold
LEAD-004645,2026-06-07,Bayut,Bayut_Featured_Listing,382.45,CUST-004645,PROP-00157,AGT-0026,Negotiation,2026-06-17,2026-06-21,2026-06-27,,
LEAD-001391,2024-03-12,Instagram,IG_Reels_OffPlan_Q1,160.56,CUST-001391,PROP-00435,AGT-0034,Lost,,,,,Budget mismatch
LEAD-002415,2024-04-07,Bayut,Bayut_HotDeal_Banner,184.36,CUST-002415,PROP-00192,AGT-0029,Sold,2024-04-21,2024-04-30,2024-05-07,2024-05-18,
LEAD-000768,2024-03-15,Website,Website_Organic_Blog,86.94,CUST-000768,PROP-00128,AGT-0001,Lost,2024-03-21,,,,Financing / mortgage rejected
LEAD-001538,2025-10-26,Instagram,IG_Reels_OffPlan_Q1,143.01,CUST-001538,PROP-00422,AGT-0004,Lost,,,,,Not responsive / went cold
LEAD-004418,2025-05-17,Bayut,Bayut_Featured_Listing,134.69,CUST-004418,PROP-00415,AGT-0012,Sold,2025-05-28,2025-06-04,2025-06-09,2025-06-22,
LEAD-000189,2024-05-13,Bayut,Bayut_Premium_Placement,205.02,CUST-000189,PROP-00144,AGT-0029,Lost,,,,,Postponed decision
LEAD-004923,2024-03-18,Google Ads,GAds_Retargeting_OffPlan,301.6,CUST-004923,PROP-00228,AGT-0013,Lost,,,,,Not responsive / went cold
LEAD-004809,2025-09-04,LinkedIn,LinkedIn_InMail_HNWI,123.66,CUST-004809,PROP-00221,AGT-0002,Sold,2025-09-12,2025-09-25,2025-09-28,2025-10-03,
LEAD-001147,2024-12-28,Bayut,Bayut_Featured_Listing,417.53,CUST-001147,PROP-00143,AGT-0022,Lost,,,,,Postponed decision
LEAD-004753,2025-08-04,LinkedIn,LinkedIn_InMail_HNWI,294.49,CUST-004753,PROP-00233,AGT-0041,Lost,2025-08-16,2025-08-25,,,Found cheaper unit elsewhere
LEAD-004503,2026-05-01,LinkedIn,LinkedIn_InMail_HNWI,279.13,CUST-004503,PROP-00149,AGT-0037,Lost,,,,,Unit sold out before decision
LEAD-004425,2024-07-18,Instagram,IG_Story_LuxuryLiving,99.42,CUST-004425,PROP-00239,AGT-0038,Lost,2024-07-27,2024-07-30,2024-08-09,,Chose competitor project
LEAD-001460,2024-06-24,Google Ads,GAds_Display_InvestorDeals,158.99,CUST-001460,PROP-00183,AGT-0041,Lost,,,,,Visa / relocation fell through
LEAD-003984,2024-06-07,Instagram,IG_Carousel_PaymentPlan,142.64,CUST-003984,PROP-00207,AGT-0042,Lost,,,,,Financing / mortgage rejected
LEAD-001794,2026-06-19,Instagram,IG_Story_LuxuryLiving,128.46,CUST-001794,PROP-00244,AGT-0019,Lost,,,,,Unit sold out before decision
LEAD-004858,2025-05-16,Bayut,Bayut_Featured_Listing,132.62,CUST-004858,PROP-00223,AGT-0012,Lost,,,,,Unit sold out before decision
LEAD-001991,2025-02-22,Website,Website_Landing_NewLaunch,66.33,CUST-001991,PROP-00513,AGT-0033,Lost,,,,,Not responsive / went cold
LEAD-002398,2024-07-16,Bayut,Bayut_HotDeal_Banner,367.56,CUST-002398,PROP-00302,AGT-0019,Sold,2024-07-27,2024-08-07,2024-08-09,2024-08-18,
LEAD-000428,2025-10-27,Bayut,Bayut_HotDeal_Banner,234.45,CUST-000428,PROP-00388,AGT-0024,Lost,2025-11-02,,,,Found cheaper unit elsewhere
LEAD-004694,2026-02-19,Instagram,IG_Story_LuxuryLiving,108.31,CUST-004694,PROP-00444,AGT-0003,Lost,,,,,Unit sold out before decision
LEAD-003667,2026-02-02,Bayut,Bayut_HotDeal_Banner,83.4,CUST-003667,PROP-00365,AGT-0029,Lost,2026-02-11,2026-02-21,,,Unit sold out before decision
LEAD-000910,2025-12-22,Instagram,IG_Reels_OffPlan_Q1,170.38,CUST-000910,PROP-00441,AGT-0039,Lost,2025-12-29,2026-01-02,,,Unit sold out before decision
LEAD-001562,2025-08-17,Website,Website_Organic_Blog,78.98,CUST-001562,PROP-00103,AGT-0004,Sold,2025-08-22,2025-09-03,2025-09-11,2025-09-24,
LEAD-002462,2025-09-12,Referral,Referral_AgentNetwork,2.6,CUST-002462,PROP-00317,AGT-0008,Sold,2025-09-23,2025-09-30,2025-10-05,2025-10-22,
LEAD-001459,2024-07-23,Website,Website_Landing_NewLaunch,19.44,CUST-001459,PROP-00348,,Lost,,,,,Visa / relocation fell through
LEAD-000701,2024-12-13,Google Ads,GAds_Retargeting_OffPlan,348.28,CUST-000701,PROP-00191,AGT-0036,Sold,2024-12-21,2024-12-29,2025-01-02,2025-01-20,
LEAD-003068,2024-07-17,Bayut,Bayut_Featured_Listing,298.27,CUST-003068,PROP-00572,AGT-0031,Lost,,,,,Not responsive / went cold
LEAD-003796,2025-05-13,LinkedIn,LinkedIn_InMail_HNWI,250.38,CUST-003796,PROP-00328,AGT-0031,Lost,,,,,Budget mismatch
LEAD-001399,2025-03-09,Google Ads,GAds_Display_InvestorDeals,343.59,CUST-001399,PROP-00549,AGT-0006,Lost,,,,,Financing / mortgage rejected
LEAD-000055,2026-03-16,Instagram,IG_Reels_OffPlan_Q1,102.86,CUST-000055,PROP-00421,AGT-0017,Lost,,,,,Visa / relocation fell through
LEAD-003304,2026-06-29,Instagram,IG_Influencer_Push,97.14,CUST-003304,PROP-00278,AGT-0037,Lost,,,,,Financing / mortgage rejected
LEAD-001585,2024-08-21,Google Ads,GAds_Search_Apartments_Dubai,60.02,CUST-001585,PROP-00248,AGT-0014,Lost,2024-09-02,2024-09-07,2024-09-17,,Unit sold out before decision
LEAD-004779,2026-02-23,Referral,Referral_ExistingClient,39.66,CUST-004779,PROP-00012,AGT-0010,Lost,2026-03-09,2026-03-17,2026-03-26,2026-04-05,Found cheaper unit elsewhere
LEAD-001059,2025-08-17,Referral,Referral_ExistingClient,22.29,CUST-001059,PROP-00118,AGT-0025,Lost,,,,,Not responsive / went cold
LEAD-004914,2024-03-07,Referral,Referral_AgentNetwork,34.2,CUST-004914,PROP-00557,AGT-0017,Lost,,,,,Budget mismatch
LEAD-001846,2026-01-01,Bayut,Bayut_Premium_Placement,407.81,CUST-001846,PROP-00342,AGT-0027,Lost,,,,,Postponed decision
LEAD-003962,2025-01-30,Instagram,IG_Reels_OffPlan_Q1,72.93,CUST-003962,PROP-00316,AGT-0039,Sold,2025-02-07,2025-02-13,2025-02-24,2025-03-10,
LEAD-003446,2024-12-31,Website,Website_Organic_Blog,57.06,CUST-003446,PROP-00195,AGT-0037,Lost,,,,,Financing / mortgage rejected
LEAD-003325,2026-03-19,Referral,Referral_PartnerBroker,24.39,CUST-003325,PROP-00523,AGT-0037,Lost,,,,,Financing / mortgage rejected
LEAD-000789,2024-04-27,Google Ads,GAds_Search_Apartments_Dubai,206.0,CUST-000789,PROP-00500,AGT-0045,Lost,,,,,Postponed decision
LEAD-004401,2026-05-26,Instagram,IG_Influencer_Push,107.45,CUST-004401,PROP-00450,AGT-0019,Booking,2026-06-08,2026-06-11,2026-06-15,2026-06-19,
LEAD-001966,2024-07-15,Google Ads,GAds_Search_VillasForSale,69.58,CUST-001966,PROP-00522,AGT-0032,Sold,2024-07-23,2024-07-27,2024-08-07,2024-08-11,
LEAD-004120,2024-07-24,Instagram,IG_Influencer_Push,169.44,CUST-004120,PROP-00023,AGT-0023,Sold,2024-07-29,2024-08-05,2024-08-14,2024-08-23,
LEAD-000211,2025-09-27,Instagram,IG_Carousel_PaymentPlan,132.7,CUST-000211,PROP-00292,AGT-0037,Lost,2025-10-06,,,,Financing / mortgage rejected
LEAD-001599,2025-09-24,Referral,Referral_AgentNetwork,15.15,CUST-001599,PROP-00375,AGT-0004,Lost,,,,,Not responsive / went cold
LEAD-000589,2024-09-27,Instagram,IG_Carousel_PaymentPlan,62.52,CUST-000589,PROP-00318,AGT-0030,Lost,2024-10-12,,,,Budget mismatch
LEAD-002168,2024-03-30,Google Ads,GAds_Retargeting_OffPlan,234.34,CUST-002168,PROP-00195,AGT-0042,Lost,,,,,Visa / relocation fell through
LEAD-001138,2024-05-16,Google Ads,GAds_Retargeting_OffPlan,334.67,CUST-001138,PROP-00026,AGT-0010,Lost,,,,,Financing / mortgage rejected
LEAD-002243,2024-12-08,Bayut,Bayut_HotDeal_Banner,402.9,CUST-002243,PROP-00519,AGT-0044,Lost,,,,,Postponed decision
LEAD-003038,2024-05-12,Google Ads,GAds_Retargeting_OffPlan,263.08,CUST-003038,PROP-00219,AGT-0005,Sold,2024-05-21,2024-05-31,2024-06-03,2024-06-17,
LEAD-002118,2025-02-23,Website,Website_Landing_NewLaunch,47.34,CUST-002118,PROP-00451,AGT-0010,Lost,,,,,Found cheaper unit elsewhere
LEAD-003945,2024-04-09,LinkedIn,LinkedIn_InMail_HNWI,436.55,CUST-003945,PROP-00109,AGT-0014,Lost,2024-04-20,,,,Postponed decision
LEAD-001808,2025-07-17,Website,Website_Organic_Blog,81.26,CUST-001808,PROP-00177,AGT-0008,Lost,,,,,Unit sold out before decision
LEAD-002535,2025-03-17,Instagram,IG_Influencer_Push,171.95,CUST-002535,PROP-00103,AGT-0044,Sold,2025-03-25,2025-04-06,2025-04-18,2025-04-26,
LEAD-001522,2026-03-01,Referral,Referral_ExistingClient,43.41,CUST-001522,PROP-00489,AGT-0031,Lost,,,,,Visa / relocation fell through
LEAD-004981,2026-04-19,Bayut,Bayut_Premium_Placement,89.6,CUST-004981,PROP-00407,AGT-0030,Lost,2026-04-23,2026-05-05,2026-05-11,,Not responsive / went cold
LEAD-002426,2024-07-17,LinkedIn,LinkedIn_Sponsored_InvestorContent,222.25,CUST-002426,PROP-00332,AGT-0017,Sold,2024-07-25,2024-08-01,2024-08-06,2024-08-19,
LEAD-000961,2025-10-05,Instagram,IG_Story_LuxuryLiving,161.18,CUST-000961,PROP-00094,AGT-0009,Sold,2025-10-15,2025-10-25,2025-11-06,2025-11-16,
LEAD-001115,2024-12-23,Website,Website_Newsletter_Signup,16.23,CUST-001115,PROP-00346,AGT-0041,Lost,2025-01-04,2025-01-11,,,Chose competitor project
LEAD-004511,2026-02-18,Instagram,IG_Carousel_PaymentPlan,116.7,CUST-004511,PROP-00547,AGT-0043,Lost,2026-02-25,2026-03-07,,,Financing / mortgage rejected
LEAD-003703,2025-11-18,Google Ads,GAds_Retargeting_OffPlan,245.87,CUST-003703,PROP-00200,,Lost,,,,,Chose competitor project
LEAD-002379,2024-01-29,Google Ads,GAds_Retargeting_OffPlan,290.75,CUST-002379,PROP-00138,AGT-0011,Lost,2024-02-07,2024-02-13,,,Budget mismatch
LEAD-004538,2024-08-01,Referral,Referral_AgentNetwork,28.2,CUST-004538,PROP-00581,AGT-0020,Lost,,,,,Not responsive / went cold
LEAD-002632,2026-03-29,Google Ads,GAds_Search_Apartments_Dubai,118.13,CUST-002632,PROP-00204,AGT-0023,Lost,,,,,Not responsive / went cold
LEAD-004178,2025-01-28,Instagram,IG_Carousel_PaymentPlan,118.89,CUST-004178,PROP-00210,AGT-0003,Lost,,,,,Financing / mortgage rejected
LEAD-001105,2026-03-31,Google Ads,GAds_Search_VillasForSale,175.1,CUST-001105,PROP-00173,AGT-0037,Lost,,,,,Unit sold out before decision
LEAD-003898,2025-08-19,Referral,Referral_ExistingClient,33.34,CUST-003898,PROP-00534,AGT-0003,Lost,2025-08-23,2025-08-29,2025-09-07,,Financing / mortgage rejected
LEAD-004955,2026-06-20,Bayut,Bayut_Featured_Listing,136.14,CUST-004955,PROP-00554,AGT-0034,Lost,,,,,Visa / relocation fell through
LEAD-004990,2026-05-19,Instagram,IG_Story_LuxuryLiving,158.6,CUST-004990,PROP-00007,,Lost,,,,,Visa / relocation fell through
LEAD-004528,2025-11-09,Bayut,Bayut_HotDeal_Banner,146.09,CUST-004528,PROP-00258,AGT-0007,Lost,,,,,Visa / relocation fell through
LEAD-004516,2024-07-12,Google Ads,GAds_Search_Apartments_Dubai,219.45,CUST-004516,PROP-00003,AGT-0036,Lost,2024-07-19,2024-07-25,,,Budget mismatch
LEAD-004716,2025-07-01,Google Ads,GAds_Retargeting_OffPlan,151.35,CUST-004716,PROP-00367,AGT-0004,Lost,,,,,Budget mismatch
LEAD-004319,2024-11-14,Instagram,IG_Reels_OffPlan_Q1,146.68,CUST-004319,PROP-00379,AGT-0017,Lost,,,,,Unit sold out before decision
LEAD-004315,2025-03-23,Bayut,Bayut_Featured_Listing,100.98,CUST-004315,PROP-00372,AGT-0008,Sold,2025-03-28,2025-04-11,2025-04-21,2025-05-09,
LEAD-004411,2026-05-16,Instagram,IG_Story_LuxuryLiving,158.03,CUST-004411,PROP-00481,AGT-0037,Lost,2026-05-28,,,,Financing / mortgage rejected
LEAD-003391,2024-01-07,Website,Website_Landing_NewLaunch,22.78,CUST-003391,PROP-00186,AGT-0026,Lost,,,,,Chose competitor project
LEAD-000188,2025-05-14,Google Ads,GAds_Search_VillasForSale,234.83,CUST-000188,PROP-00062,AGT-0022,Lost,2025-05-21,2025-06-04,,,Budget mismatch
LEAD-001091,2025-04-13,Google Ads,GAds_Search_Apartments_Dubai,326.15,CUST-001091,PROP-00348,AGT-0040,Lost,,,,,Postponed decision
LEAD-004300,2025-11-22,Referral,Referral_ExistingClient,6.98,CUST-004300,PROP-00170,AGT-0010,Sold,2025-12-07,2025-12-20,2025-12-31,2026-01-12,
LEAD-004092,2024-11-21,Google Ads,GAds_Search_Apartments_Dubai,256.77,CUST-004092,PROP-00490,AGT-0026,Lost,,,,,Financing / mortgage rejected
LEAD-003613,2025-04-03,Instagram,IG_Carousel_PaymentPlan,46.14,CUST-003613,PROP-00253,AGT-0019,Lost,,,,,Budget mismatch
LEAD-000306,2025-04-27,Website,Website_Newsletter_Signup,40.3,CUST-000306,PROP-00261,AGT-0011,Lost,,,,,Financing / mortgage rejected
LEAD-000662,2025-04-24,Google Ads,GAds_Retargeting_OffPlan,268.65,CUST-000662,PROP-00430,AGT-0025,Lost,2025-05-08,2025-05-11,2025-05-18,,Budget mismatch
LEAD-002806,2024-06-13,Website,Website_Newsletter_Signup,51.4,CUST-002806,PROP-00141,AGT-0003,Lost,2024-06-27,,,,Not responsive / went cold
LEAD-000679,2026-05-14,Bayut,Bayut_HotDeal_Banner,104.25,CUST-000679,PROP-00570,AGT-0010,Lost,,,,,Budget mismatch
LEAD-002170,2025-09-21,Referral,Referral_PartnerBroker,49.49,CUST-002170,PROP-00529,AGT-0008,Lost,,,,,Postponed decision
LEAD-004176,2025-09-17,Bayut,Bayut_HotDeal_Banner,299.5,CUST-004176,PROP-00020,AGT-0041,Lost,2025-09-27,,,,Financing / mortgage rejected
LEAD-000563,2025-02-13,Bayut,Bayut_HotDeal_Banner,91.73,CUST-000563,PROP-00527,AGT-0018,Sold,2025-02-22,2025-03-07,2025-03-10,2025-03-21,
LEAD-001060,2024-05-05,Referral,Referral_ExistingClient,4.01,CUST-001060,PROP-00119,AGT-0018,Sold,2024-05-19,2024-05-23,2024-05-26,2024-06-08,
LEAD-001263,2026-06-29,Bayut,Bayut_HotDeal_Banner,131.33,CUST-001263,PROP-00173,AGT-0016,Lead,,,,,
LEAD-002858,2025-02-07,Website,Website_Landing_NewLaunch,61.41,CUST-002858,PROP-00071,AGT-0022,Sold,2025-02-20,2025-03-01,2025-03-05,2025-03-08,
LEAD-002001,2026-02-24,Website,Website_Newsletter_Signup,66.5,CUST-002001,PROP-00426,AGT-0030,Sold,2026-03-03,2026-03-07,2026-03-12,2026-03-29,
LEAD-003493,2025-10-20,Instagram,IG_Carousel_PaymentPlan,97.43,CUST-003493,PROP-00002,AGT-0035,Lost,2025-10-24,,,,Financing / mortgage rejected
